年級,向度,編號,班別,科目名稱,任課教授,"上課時數
正課/實驗實習/書報討論",學分,選必,上課時間,上課地點,限修人數,課程大綱,備註
3,能源、環境與生態,7304032,1,"自然觀察與紀錄
Observation and Preservation of Nature",陸維元 ,"2
2/0/0",2,通識,"三4,5",共同教室大樓506,36,link,". ,列入循環科技與永續發展學分學程科目本課程為社會服務學習課程之「認證型課程」，修課學生需前往校外進行生態調查，建議備有交通工具或駕照者為佳；限大二以上學生選修；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304033,1,"藝術的故事
The Story of Art",陸維元 ,"2
2/0/0",2,通識,"二10,11",共同教室大樓325,50,link,"保留新生15人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304034,1,"當代藝術與設計
Modern Art and Design",鄭安利 ,"2
2/0/0",2,通識,"四4,5",共同教室大樓507,60,link,"保留新生18人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304034,2,"當代藝術與設計
Modern Art and Design",鄭安利 ,"2
2/0/0",2,通識,"四8,9",共同教室大樓507,60,link,"保留新生18人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304035,1,"藝術形式及表現手法
Art Form and Presentation",鄭安利 ,"2
2/0/0",2,通識,"四10,11",共同教室大樓507,60,link,"保留新生18人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304036,1,"數位音樂創作
Digital Music Design",張介凡 ,"2
2/0/0",2,通識,"四4,5",電算中心214教室,38,link,"保留新生11人. ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304038,1,"探索音樂治療
Exploring Music Therapy",謝馥年 ,"2
2/0/0",2,通識,"五7,8",共同教室大樓325,20,link,保留新生9人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,藝術與美學,7304041,1,"影像美學
Image Aesthetics",陸維元 ,"2
2/0/0",2,通識,"三8,9",共同教室大樓506,30,link,". ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。限大二以上學生選修。"
3,藝術與美學,7304042,1,"世界音樂
Introduction to the World Music",邱亭雅 ,"2
2/0/0",2,通識,"一4,5",共同教室大樓321,62,link,"保留新生18人. ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304042,2,"世界音樂
Introduction to the World Music",邱亭雅 ,"2
2/0/0",2,通識,"一8,9",共同教室大樓321,62,link,"保留新生18人. ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304043,1,"電影配樂發展史與風格賞析
The History of Film Scoring - Analysis and Development
(全英語授課/English-taught) ",邱亭雅 ,"2
2/0/0",2,通識,"一10,11",共同教室大樓321,62,link,保留新生18人.全英語授課；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,,7304050,1,"與黑白鍵共舞 - 鋼琴合作的實務與展現
Dancing with the Black and White keys : The collaboration of piano performance and its practice",黃富琴 ,"2
2/0/0",2,通識,"五4,5",共同教室大樓106階梯教室,40,link,保留新生11人.修課學生須俱備鋼琴彈奏基礎；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,人文思維與生命探索,7305002,1,"基督信仰與西方近代科學
Christian Belief and Modern Sciences in the Western World",許佳振 ,"2
2/0/0",2,通識,"四10,11",物理館206,90,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,人文思維與生命探索,7305005,1,"臺灣原住民的宗教與祭儀文化
The Religion and Ritual Culture of Taiwan Aboriginal",卜袞 教師未定 ,"2
2/0/0",2,通識,"五8,9",共同教室大樓206,60,link,"保留新生18人. ,列入本土語言與文化實踐學分學程科目 ,列入原住民族語言、文化創意與應用學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,,7306054,1,"中正講座－向典範學習(二十五)
Chung Cheng Lectures-Learning from the Masters(XXV)",黃俊儒 ,"2
2/0/0",2,通識,"四10,11",共同教室大樓214,50,link,保留新生15人.
3,,7306054,2,"中正講座－向典範學習(二十五)
Chung Cheng Lectures-Learning from the Masters(XXV)",王秋玲 ,"2
2/0/0",2,通識,"四10,11",共同教室大樓321,50,link,保留新生15人.
3,,7306054,3,"中正講座－向典範學習(二十五)
Chung Cheng Lectures-Learning from the Masters(XXV)",楊家瑜 ,"2
2/0/0",2,通識,"四10,11",共同教室大樓207,50,link,保留新生15人.
4,經濟與國際脈動,7400001,1,"全球化下的跨國人口流動
International Migration",林平 ,"2
2/0/0",2,通識,"四10,11",社科院二館102,40,link,保留新生11人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7400005,1,"猶太民族的歷史文化與政經法制
Historical Culture and Political-Economic Laws of the Jewish People",曾品傑 ,"2
2/0/0",2,通識,"一10,11",共同教室大樓213,62,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7400016,1,"友善性別關係
Gender Relationship",蕭湘鳳 ,"2
2/0/0",2,通識,"三8,9",共同教室大樓206,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7400017,1,"愛情與文學
Love and Literature",蕭湘鳳 ,"2
2/0/0",2,通識,"四8,9",共同教室大樓206,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7400022,1,"部落經濟發展與臺灣社會
Tribal Economic Developme",劉孝明 ,"2
2/0/0",2,通識,"五8,9",共同教室大樓202,60,link,"保留新生18人. ,列入原住民族語言、文化創意與應用學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
4,公民與社會參與,7400030,1,"民主視角下的教育哲學
Educational philosophy from a democratic perspective",林耕漢 ,"2
2/0/0",2,通識,"五7,8",共同教室大樓201,60,link,保留新生18人.
4,,7400031,1,"認識職場安全
Introduction to Workplace Safety",陳俊益 ,"2
2/0/0",2,通識,"四10,11",共同教室大樓420,62,link,保留新生18人.
4,人文思維與生命探索,7401020,1,"心理衛生與適應
Mental Health and Adjustment",陳怡華 ,"2
2/0/0",2,通識,"二2,3",教育二館233,42,link,保留新生11人; 擋修犯防系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7402014,1,"全球化與當代社會
Globalization and the Modern Society",蔡蕙如 ,"2
2/0/0",2,通識,"一8,9",共同教室大樓420,62,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7402014,2,"全球化與當代社會
Globalization and the Modern Society",蔡蕙如 ,"2
2/0/0",2,通識,"一10,11",共同教室大樓420,62,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7402036,1,"透視台商與台僑
Overseas  Taiwanese  Immigrants and Businesses",朱柔若 ,"2
2/0/0",2,通識,"三4,5",社科院328,20,link,保留新生7人; 擋修勞工系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7402040,1,"媒體素養
Media Literacy",陳怡璇 ,"2
2/0/0",2,通識,"二10,11",社科院119,90,link,保留新生25人; 擋修傳播系.
4,經濟與國際脈動,7402049,1,"資本主義在經濟與社會中的兩面
Everything You Want to Know about Capitalism, but Were Afraid to Ask
(全英語授課/English-taught) ",黃國治 ,"2
2/0/0",2,通識,"四10,11",共同教室大樓423,30,link,保留新生11人.全英語授課；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7402050,1,"僑民社會學
Sociology of Diaspora
(全英語授課/English-taught) ",朱柔若 ,"2
2/0/0",2,通識,"三2,3",社科院328,20,link,保留新生7人; 擋修勞工系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7403003,1,"當前國內外情勢分析
Analysis of Domestic and International Situation",蔡榮祥 ,"2
2/0/0",2,通識,"一4,5",共同教室大樓213,62,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7403006,1,"文化與國際政治
Cultural Forces in World Politics",邱昭憲 ,"2
2/0/0",2,通識,"四8,9",共同教室大樓419,90,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7403007,1,"國際關係與亞太安全概論
An Introduction to International Relations and Asia-Pacific Security Situation",林泰和 ,"2
2/0/0",2,通識,"三8,9",共同教室大樓315,90,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7404017,1,"勞工法與企業經營
Labor Law and Business Management",楊通軒 ,"2
2/0/0",2,通識,"三10,11",社科院326,60,link,保留新生18人; 擋修勞工系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7404018,1,"憲法－基本人權
Constitution Law-Basic Human Rights",李仁淼 ,"2
2/0/0",2,通識,"三8,9",法學院101階梯教室,90,link,保留新生25人; 擋修法律系法學組法制組財法系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7404025,1,"全球化的犯罪抗制
Combating Global Crime",馬躍中 ,"2
2/0/0",2,通識,"三4,5",教育二館336,58,link,保留新生16人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7404038,1,"戰後我國憲法與憲政發展
Post-war Taiwan Constitution and Constitutional Development",謝三榮 ,"2
2/0/0",2,通識,"一8,9",共同教室大樓422,60,link,保留新生25人; 擋修政治系法律系法學組法制組財法系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7404038,2,"戰後我國憲法與憲政發展
Post-war Taiwan Constitution and Constitutional Development",謝三榮 ,"2
2/0/0",2,通識,"一10,11",共同教室大樓422,90,link,保留新生25人; 擋修政治系法律系法學組法制組財法系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405006,1,"生活經濟學
Everyday Economics",蔡仰虔 ,"3
3/0/0",3,通識,"二7,8,9",共同教室大樓420,62,link,保留新生18人; 擋修社福系經濟學系財金系會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405010,1,"認識台灣經濟
Understanding the Taiwanese Economy",蔡仰虔 ,"2
2/0/0",2,通識,"二10,11",共同教室大樓420,62,link,"保留新生18人; 擋修經濟學系財金系會資系. ,列入本土語言與文化實踐學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
4,經濟與國際脈動,7405013,1,"認識中國經濟
Understanding the China Economy",翁世芳 ,"2
2/0/0",2,通識,"二8,9",共同教室大樓401,60,link,保留新生20人; 擋修經濟學系財金系會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405014,1,"經濟與國家發展
Economics and Country Development",翁世芳 ,"2
2/0/0",2,通識,"二4,5",共同教室大樓401,60,link,保留新生20人; 擋修經濟學系財金所會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405014,2,"經濟與國家發展
Economics and Country Development
(全英語授課/English-taught) ",翁世芳 ,"2
2/0/0",2,通識,"三8,9",共同教室大樓401,60,link,保留新生20人; 擋修經濟學系財金系會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405019,1,"金融科技導論
Introduction to Financial Technology",洪育忠 ,"2
2/0/0",2,通識,"二10,11",創新大樓163,60,link,保留新生18人; 擋修財金系企管系會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406018,1,"理財與生活
Financial Management in Life",洪育忠 ,"2
2/0/0",2,通識,"一4,5",創新大樓163,60,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406018,2,"理財與生活
Financial Management in Life",洪育忠 ,"2
2/0/0",2,通識,"一10,11",創新大樓163,60,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406032,1,"財務管理概論
Introduction to Financial management",沈伯凡 ,"2
2/0/0",2,通識,"三9,10",共同教室大樓204,62,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406032,2,"財務管理概論
Introduction to Financial management",張宏州 ,"2
2/0/0",2,通識,"三4,5",共同教室大樓420,62,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406032,3,"財務管理概論
Introduction to Financial management",黃柏雄 ,"2
2/0/0",2,通識,"一8,9",共同教室大樓204,62,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406035,1,"國際人力資源管理
International Human Resource Management",王秋玲 ,"2
2/0/0",2,通識,"二4,5",共同教室大樓322,62,link,保留新生18人; 擋修企管系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406036,1,"投資規劃與生活
Investment Planning and Life",莊益源 ,"2
2/0/0",2,通識,"一7,8",管理學院201,60,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7406039,1,"解碼職場習慣領域
Decoding Habitual Domains in the Workplace
(全英語授課/English-taught) ",朱柔若 ,"2
2/0/0",2,通識,"二10,11",社科院328,20,link,保留新生7人; 擋修勞工系.全英授課；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7407012,1,"生命教育
Life Education",張菀珍 ,"2
2/0/0",2,通識,"二10,11",教育二館135,60,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7407013,1,"職涯規劃
Career Plan",王秋玲 ,"2
2/0/0",2,通識,"三4,5",共同教室大樓322,62,link,保留新生18人; 擋修紫荊不分系學士學位學程.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7407014,1,"人際關係與人際溝通
Human Relations & Interpersonal Communication",王秋玲 ,"2
2/0/0",2,通識,"三10,11",共同教室大樓321,62,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7407026,1,"服務學習：高齡健康促進
Service Leaning: Health Promotion for the Elderly",何璧如 ,"2
2/0/0",2,通識,"二4,5",共同教室大樓205,50,link,"保留新生15人. ,列入長者人權門診跨域學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。"
4,公民與社會參與,7407026,2,"服務學習：高齡健康促進
Service Leaning: Health Promotion for the Elderly",何璧如 ,"2
2/0/0",2,通識,"二7,8",共同教室大樓205,50,link,"保留新生15人. ,列入長者人權門診跨域學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。"
4,公民與社會參與,7407027,1,"服務學習：課輔知能在補救教學的應用
Service Learning: The Application of Knowledge and Skills in Remedial Teaching",林妙香 ,"2
2/0/0",2,通識,"四2,3",共同教室大樓214,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,2,"服務學習：課輔知能在補救教學的應用
Service Learning: The Application of Knowledge and Skills in Remedial Teaching",林妙香 ,"2
2/0/0",2,通識,"四4,5",共同教室大樓214,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,3,"服務學習：課輔知能在補救教學的應用
Service Learning: The Application of Knowledge and Skills in Remedial Teaching",林妙香 ,"2
2/0/0",2,通識,"五2,3",共同教室大樓214,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,4,"服務學習：課輔知能在補救教學的應用
Service Learning: The Application of Knowledge and Skills in Remedial Teaching",謝寧惠 ,"2
2/0/0",2,通識,"四4,5",共同教室大樓207,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,5,"服務學習：課輔知能在補救教學的應用
Service Learning: The Application of Knowledge and Skills in Remedial Teaching",何璧如 ,"2
2/0/0",2,通識,"三4,5",共同教室大樓205,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,6,"服務學習：課輔知能在補救教學的應用
Service Learning: The Application of Knowledge and Skills in Remedial Teaching",何璧如 ,"2
2/0/0",2,通識,"三7,8",共同教室大樓205,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407028,1,"服務學習：友善校園宣導計畫
Service Learning: The Propaganda of Friendly Campus",林妙香 ,"2
2/0/0",2,通識,"五4,5",共同教室大樓214,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407030,1,"服務學習：校內行政單位
Service Learning: On-Campus Administrative Units",李洸楚 ,"2
2/0/0",2,通識,"五8,9",共同教室大樓207,50,link,保留新生15人; 擋修經濟學系財金系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程。修課學生服務單位為本校衛保組及雲嘉青年志工中心，無交通工具者可選修此課程。
4,公民與社會參與,7407031,1,"服務學習：校內學生社團
Service Learning: On-Campus Student Clubs",李洸楚 ,"2
2/0/0",2,通識,"一4,5",共同教室大樓207,50,link,保留新生15人; 擋修經濟學系財金系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，提供對於社團經營及社團服務學習活動有興趣的學生之修課管道。選修這門課的同學需要分組自行規畫服務方案並執行。
4,自然科學與技術,7407033,1,"服務學習：當代健康議題
Current Health Issues and Service Learning",謝寧惠 ,"2
2/0/0",2,通識,"四2,3",共同教室大樓207,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。請修課學生確認9/21可出席服務，若無法出席，請勿選課。
4,公民與社會參與,7407034,1,"服務學習：導覽故宮南院
Service Learning: Docenting at Southern Branch of the National Palace Museum",蔡翔任 ,"2
2/0/0",2,通識,"三4,5",共同教室大樓207,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407034,2,"服務學習：導覽故宮南院
Service Learning: Docenting at Southern Branch of the National Palace Museum",廖浿晴 ,"2
2/0/0",2,通識,"五4,5",共同教室大樓208,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407035,1,"服務學習：校外合作單位
Service-Learning: Community Engagement",李洸楚 ,"2
2/0/0",2,通識,"五4,5",共同教室大樓207,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,人文思維與生命探索,7407036,1,"道德與溝通教育的實踐與推廣
Practice and Promotion of Morality and Communication Education",林明傑 ,"2
2/0/0",2,通識,"四2,3",共同教室大樓202,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程之「認證型課程」，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
2,自然科學與技術,7500004,1,"電影中的科學
Science in films",黃俊儒 ,"2
2/0/0",2,通識,"二8,9",共同教室大樓214,62,link,.限大二以上學生選修；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,能源、環境與生態,7500010,1,"永續綠生活
Sustainable Green Life",黃佳盛 ,"2
2/0/0",2,通識,"二10,11",共同教室大樓206,60,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500010,2,"永續綠生活
Sustainable Green Life",黃佳盛 ,"2
2/0/0",2,通識,"二4,5",共同教室大樓206,60,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500014,1,"永續都市規劃概論
Introducation to Sustainable Urban Planning",蔡中暉 ,"2
2/0/0",2,通識,"二7,8",共同教室大樓201,60,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500015,1,"環境倫理－從綠色產業談起
Environmental Ethics from the Viewpoint of Green Industry",李振卿 ,"2
2/0/0",2,通識,"三7,8",共同教室大樓325,60,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500016,1,"永續發展
Sustainable Development",李振卿 ,"2
2/0/0",2,通識,"三4,5",共同教室大樓325,60,link,"保留新生18人. ,列入電子商務學程科目 ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500017,1,"氣候變遷調適與防災
Climate Change Adaptation and Disasters Protection",李振卿 ,"2
2/0/0",2,通識,"四7,8",共同教室大樓420,62,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500018,1,"土壤與環境生態
Soils and Environmental Ecology",黃文樹 ,"2
2/0/0",2,通識,"四11,12",共同教室大樓208,40,link,"保留新生11人. ,列入循環科技與永續發展學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,自然科學與技術,7500021,1,"科學飲茶實務
Practice on scientific tea drinking",許偉庭 ,"2
2/0/0",2,通識,"二8,9",共同教室大樓207,40,link,保留新生11人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7500021,2,"科學飲茶實務
Practice on scientific tea drinking",許偉庭 ,"2
2/0/0",2,通識,"二10,11",共同教室大樓207,40,link,保留新生11人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,能源、環境與生態,7500028,1,"永續綠能新契機
Hope for Sustainable Green Energy",李振卿 ,"2
2/0/0",2,通識,"四4,5",共同教室大樓420,62,link,"保留新生18人; 擋修電機系. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500032,1,"環境生態學
Environmental Ecology",陳榮盛 ,"2
2/0/0",2,通識,"二10,11",共同教室大樓203,60,link,保留新生18人; 擋修地環系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,能源、環境與生態,7500035,1,"淨零排放對企業的衝擊與因應
Mitigating the impact of Net-Zero Emission Policy on Enterprise",陳永松 ,"2
2/0/0",2,通識,"三8,9",共同教室大樓422,90,link,"保留新生25人. ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,自然科學與技術,7501019,1,"近代物理史-從地心說到宇宙論
History of Modern Physics: From Geocentric Model to Cosmology",李進榮 ,"2
2/0/0",2,通識,"二10,11",物理館206,90,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7502002,1,"今日化工
Today Chemical enginnering",傅友君 ,"2
2/0/0",2,通識,"一8,9",共同教室大樓213,62,link,保留新生18人; 擋修物理系化工系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7503012,1,"急救醫學
Emergency Medicine",楊仁宗 ,"2
2/0/0",2,通識,"一10,11",共同教室大樓401,70,link,保留新生20人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,資訊能力課程,7504019,1,"電腦遊戲設計導論
Introduction to Computer Game Programming",張漢呈 ,"2
2/0/0",2,通識,"三9,10",電算中心215教室,70,link,"保留新生20人; 擋修資管系. ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7505009,1,"臺灣的植物
Plants in Taiwan",黃佳盛 ,"2
2/0/0",2,通識,"二8,9",共同教室大樓206,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表，本課程為社會服務學習課程之「認證型課程」。
2,能源、環境與生態,7506002,1,"地震與防災
Earthquakes、Disasters and Protection",温怡瑛 ,"2
2/0/0",2,通識,"一4,5",地震館301,38,link,保留新生11人; 擋修地環系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,能源、環境與生態,7506007,1,"地球與環境科學
Earth and Environmental Sciences",張永孚 ,"2
2/0/0",2,通識,"五2,3",地震館302,85,link,"保留新生20人; 擋修地環系. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7506009,1,"野外地質探索
Introduction to Field Geology",謝孟龍 ,"2
2/0/0",2,通識,"五10,11",地震館102,35,link,保留新生16人; 擋修地環系.擋修地環系.1.本課程為野外課，沒有加野外課的同學以不級格論。 2.野外行徑部分非觀光路線，歡迎愛好自然、對探險有興趣的同學參加。 3.有懼高症、心臟病的同學不宜參加。 4.野外食宿、交通、保險費等費用共約四千元（多退少補）。 5.因課程須至校外，為方便控管，故限制修課人數。
2,自然科學與技術,7506011,1,"漫遊宇宙101個天體
Introduction to 101 Astronomical Objects",李昫岱 ,"2
2/0/0",2,通識,"二4,5",共同教室大樓208,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7506012,1,"星空探索
Exploring the Sky",李昫岱 ,"2
2/0/0",2,通識,"二2,3",共同教室大樓208,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
