領域,向度,編號,班別,科目名稱,任課教授,上課時數正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,課程大綱,備註
3,人文思維與生命探索,7303020,01,從科幻學哲學Learning Philosophy via Science Fiction,陳俊明,"2
            2/0/0",2,通識,"四4,5",共同教室大樓325,60,link,保留新生18人; 擋修哲學系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,人文思維與生命探索,7303023,01,意識哲學與科學Philosophy and Science of Consciousness,陳今偉,"2
            2/0/0",2,通識,"一2,3",共同教室大樓402,60,link,保留新生25人; 擋修哲學系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,人文思維與生命探索,7303024,01,理性與決策Rationality and Decision-making,陳俊明,"2
            2/0/0",2,通識,"一4,5",共同教室大樓325,60,link,保留新生18人; 擋修哲學系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,人文思維與生命探索,7303025,01,電影中的哲學議題The Philosophical Issues in Films,陳今偉,"2
            2/0/0",2,通識,"一4,5",共同教室大樓402,80,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,人文思維與生命探索,7303026,01,邏輯推理與謬誤Logical Reasoning and Fallacy,陳今偉,"2
            2/0/0",2,通識,"一8,9",共同教室大樓402,80,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,藝術與美學,7304003,01,聽覺藝術欣賞Music Appreciation,黃富琴,"2
            2/0/0",2,通識,"五2,3",共同教室大樓106階梯教室,90,link,"保留新生25人. ,列入「戲劇‧創意‧想像」學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304007,01,西洋音樂史A History of Western Music,謝馥年,"2
            2/0/0",2,通識,"五4,5",共同教室大樓325,60,link,"保留新生18人. ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304011,01,藝術欣賞Art Appreciation,李淑卿,"2
            2/0/0",2,通識,"五2,3",文學院106,55,link,"保留新生16人. ,列入藝術文物學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304012,01,漫遊聲樂的世界Introduction to Vocal Music,謝馥年,"2
            2/0/0",2,通識,"五2,3",共同教室大樓325,60,link,"保留新生18人. ,列入「戲劇‧創意‧想像」學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304019,01,藝術基礎理論與賞析The Practice of Western Artists and Theories,黃承德,"2
            2/0/0",2,通識,"三4,5",共同教室大樓507,60,link,"保留新生18人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304020,01,當代藝術思潮Trends of Contemporary Art,黃承德,"2
            2/0/0",2,通識,"二8,9",共同教室大樓507,60,link,"保留新生18人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304023,01,造形藝術與設計Plastic art and Design,黃承德,"2
            2/0/0",2,通識,"二10,11",共同教室大樓507,60,link,"保留新生18人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304024,01,版畫創作基礎Basic Printmaking,黃承德,"2
            2/0/0",2,通識,"一8,9",共同教室大樓507,30,link,"保留新生9人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304024,02,版畫創作基礎Basic Printmaking,黃承德,"2
            2/0/0",2,通識,"一10,11",共同教室大樓507,30,link,"保留新生9人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304029,01,表演與自我開發Acting and Self-development,周力德,"2
            2/0/0",2,通識,"五9,10",活動中心301舞蹈教室,16,link,". ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。限大三以上學生選修，若達選課人數上限，不予加簽。"
3,藝術與美學,7304030,01,戲劇與人生Drama and Life,周力德,"2
            2/0/0",2,通識,"五4,5",共同教室大樓212,47,link,"保留新生15人. ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。若達選課人數上限，不予加簽。"
3,藝術與美學,7304030,02,戲劇與人生Drama and Life,周力德,"2
            2/0/0",2,通識,"五7,8",共同教室大樓212,47,link,"保留新生15人. ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。若達選課人數上限，不予加簽。"
3,藝術與美學,7304031,01,數位美學Digital Aesthetics,陸維元,"2
            2/0/0",2,通識,"一4,5",電算中心217教室,40,link,". ,列入藝術文物學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。限大二以上學生選修。"
3,藝術與美學,7304031,02,數位美學Digital Aesthetics,陸維元,"2
            2/0/0",2,通識,"二4,5",電算中心217教室,40,link,". ,列入藝術文物學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。限大二以上學生選修。"
3,能源、環境與生態,7304032,01,自然觀察與紀錄Observation and Preservation of Nature,陸維元,"2
            2/0/0",2,通識,"三4,5",共同教室大樓506,36,link,". ,列入循環科技與永續發展學分學程科目本課程為社會服務學習課程之「認證型課程」，修課學生需前往校外進行生態調查，建議備有交通工具或駕照者為佳；限大二以上學生選修；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304033,01,藝術的故事The Story of Art,陸維元,"2
            2/0/0",2,通識,"二10,11",共同教室大樓325,50,link,"保留新生15人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304034,01,當代藝術與設計Modern Art and Design,鄭安利,"2
            2/0/0",2,通識,"四4,5",共同教室大樓507,60,link,"保留新生18人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304034,02,當代藝術與設計Modern Art and Design,鄭安利,"2
            2/0/0",2,通識,"四8,9",共同教室大樓507,60,link,"保留新生18人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304035,01,藝術形式及表現手法Art Form and Presentation,鄭安利,"2
            2/0/0",2,通識,"四10,11",共同教室大樓507,60,link,"保留新生18人. ,列入藝術文物學程科目 ,列入「戲劇‧創意‧想像」學分學程科目 ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304036,01,數位音樂創作Digital Music Design,張介凡,"2
            2/0/0",2,通識,"四4,5",電算中心214教室,38,link,"保留新生11人. ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304038,01,探索音樂治療Exploring Music Therapy,謝馥年,"2
            2/0/0",2,通識,"五7,8",共同教室大樓325,20,link,保留新生9人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,藝術與美學,7304041,01,影像美學Image Aesthetics,陸維元,"2
            2/0/0",2,通識,"三8,9",共同教室大樓506,30,link,". ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。限大二以上學生選修。"
3,藝術與美學,7304042,01,世界音樂Introduction to the World Music,邱亭雅,"2
            2/0/0",2,通識,"一4,5",共同教室大樓321,62,link,"保留新生18人. ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304042,02,世界音樂Introduction to the World Music,邱亭雅,"2
            2/0/0",2,通識,"一8,9",共同教室大樓321,62,link,"保留新生18人. ,列入藝術微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,藝術與美學,7304043,01,電影配樂發展史與風格賞析The History of Film Scoring - Analysis and Development (全英語授課/English-taught),邱亭雅,"2
            2/0/0",2,通識,"一10,11",共同教室大樓321,62,link,保留新生18人.全英語授課；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,藝術與美學,7304050,01,與黑白鍵共舞 - 鋼琴合作的實務與展現Dancing with the Black and White keys : The collaboration of piano performance and its practice,黃富琴,"2
            2/0/0",2,通識,"五4,5",共同教室大樓106階梯教室,40,link,保留新生11人.修課學生須俱備鋼琴彈奏基礎；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,人文思維與生命探索,7305002,01,基督信仰與西方近代科學Christian Belief and Modern Sciences in the Western World,許佳振,"2
            2/0/0",2,通識,"四10,11",物理館206,90,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
3,人文思維與生命探索,7305005,01,臺灣原住民的宗教與祭儀文化The Religion and Ritual Culture of Taiwan Aboriginal,卜袞 教師未定,"2
            2/0/0",2,通識,"五8,9",共同教室大樓206,60,link,"保留新生18人. ,列入本土語言與文化實踐學分學程科目 ,列入原住民族文化資產與創意應用學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
3,跨向度課程,7306054,01,中正講座－向典範學習(二十五)Chung Cheng Lectures-Learning from the Masters(XXV),黃俊儒,"2
            2/0/0",2,通識,"四10,11",共同教室大樓214,50,link,保留新生15人.
3,跨向度課程,7306054,02,中正講座－向典範學習(二十五)Chung Cheng Lectures-Learning from the Masters(XXV),王秋玲,"2
            2/0/0",2,通識,"四10,11",共同教室大樓321,50,link,保留新生15人.
3,跨向度課程,7306054,03,中正講座－向典範學習(二十五)Chung Cheng Lectures-Learning from the Masters(XXV),楊家瑜,"2
            2/0/0",2,通識,"四10,11",共同教室大樓207,50,link,保留新生15人.
4,經濟與國際脈動,7400001,01,全球化下的跨國人口流動International Migration,林平,"2
            2/0/0",2,通識,"四10,11",社科院二館102,40,link,保留新生11人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7400005,01,猶太民族的歷史文化與政經法制Historical Culture and Political-Economic Laws of the Jewish People,曾品傑,"2
            2/0/0",2,通識,"一10,11",共同教室大樓213,62,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7400016,01,友善性別關係Gender Relationship,蕭湘鳳,"2
            2/0/0",2,通識,"三8,9",共同教室大樓206,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7400017,01,愛情與文學Love and Literature,蕭湘鳳,"2
            2/0/0",2,通識,"四8,9",共同教室大樓206,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7400022,01,部落經濟發展與臺灣社會Tribal Economic Developme,劉孝明,"2
            2/0/0",2,通識,"五8,9",共同教室大樓202,60,link,"保留新生18人. ,列入原住民族文化資產與創意應用學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
4,公民與社會參與,7400030,01,民主視角下的教育哲學Educational philosophy from a democratic perspective,林耕漢,"2
            2/0/0",2,通識,"五7,8",共同教室大樓201,60,link,保留新生18人.
4,自然科學與技術,7400031,01,認識職場安全Introduction to Workplace Safety,陳俊益,"2
            2/0/0",2,通識,"四10,11",共同教室大樓420,62,link,保留新生18人.
4,人文思維與生命探索,7401020,01,心理衛生與適應Mental Health and Adjustment,陳怡華,"2
            2/0/0",2,通識,"二2,3",教育二館233,42,link,保留新生11人; 擋修犯防系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7402014,01,全球化與當代社會Globalization and the Modern Society,蔡蕙如,"2
            2/0/0",2,通識,"一8,9",共同教室大樓420,62,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7402014,02,全球化與當代社會Globalization and the Modern Society,蔡蕙如,"2
            2/0/0",2,通識,"一10,11",共同教室大樓420,62,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7402036,01,透視台商與台僑Overseas  Taiwanese  Immigrants and Businesses,朱柔若,"2
            2/0/0",2,通識,"三4,5",社科院328,20,link,保留新生7人; 擋修勞工系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7402040,01,媒體素養Media Literacy,陳怡璇,"2
            2/0/0",2,通識,"二10,11",社科院119,90,link,保留新生25人; 擋修傳播系.
4,經濟與國際脈動,7402049,01,"資本主義在經濟與社會中的兩面Everything You Want to Know about Capitalism, but Were Afraid to Ask (全英語授課/English-taught)",黃國治,"2
            2/0/0",2,通識,"四10,11",共同教室大樓423,30,link,保留新生11人.全英語授課；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7402050,01,僑民社會學Sociology of Diaspora (全英語授課/English-taught),朱柔若,"2
            2/0/0",2,通識,"三2,3",社科院328,20,link,保留新生7人; 擋修勞工系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7403003,01,當前國內外情勢分析Analysis of Domestic and International Situation,蔡榮祥,"2
            2/0/0",2,通識,"一4,5",共同教室大樓213,62,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7403006,01,文化與國際政治Cultural Forces in World Politics,邱昭憲,"2
            2/0/0",2,通識,"四8,9",共同教室大樓419,90,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7403007,01,國際關係與亞太安全概論An Introduction to International Relations and Asia-Pacific Security Situation,林泰和,"2
            2/0/0",2,通識,"三8,9",共同教室大樓315,90,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7404017,01,勞工法與企業經營Labor Law and Business Management,楊通軒,"2
            2/0/0",2,通識,"三10,11",社科院326,60,link,保留新生18人; 擋修勞工系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7404018,01,憲法－基本人權Constitution Law-Basic Human Rights,李仁淼,"2
            2/0/0",2,通識,"三8,9",法學院101階梯教室,90,link,保留新生25人; 擋修法律系法學組法制組財法系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7404025,01,全球化的犯罪抗制Combating Global Crime,馬躍中,"2
            2/0/0",2,通識,"三4,5",教育二館336,58,link,保留新生16人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7404038,01,戰後我國憲法與憲政發展Post-war Taiwan Constitution and Constitutional Development,謝三榮,"2
            2/0/0",2,通識,"一8,9",共同教室大樓422,60,link,保留新生25人; 擋修政治系法律系法學組法制組財法系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7404038,02,戰後我國憲法與憲政發展Post-war Taiwan Constitution and Constitutional Development,謝三榮,"2
            2/0/0",2,通識,"一10,11",共同教室大樓422,90,link,保留新生25人; 擋修政治系法律系法學組法制組財法系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405006,01,生活經濟學Everyday Economics,蔡仰虔,"3
            3/0/0",3,通識,"二7,8,9",共同教室大樓420,62,link,保留新生18人; 擋修社福系經濟學系財金系會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405010,01,認識台灣經濟Understanding the Taiwanese Economy,蔡仰虔,"2
            2/0/0",2,通識,"二10,11",共同教室大樓420,62,link,"保留新生18人; 擋修經濟學系財金系會資系. ,列入本土語言與文化實踐學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
4,經濟與國際脈動,7405013,01,認識中國經濟Understanding the China Economy,翁世芳,"2
            2/0/0",2,通識,"二8,9",共同教室大樓401,60,link,保留新生20人; 擋修經濟學系財金系會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405014,01,經濟與國家發展Economics and Country Development,翁世芳,"2
            2/0/0",2,通識,"二4,5",共同教室大樓401,60,link,保留新生20人; 擋修經濟學系財金所會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405014,02,經濟與國家發展Economics and Country Development (全英語授課/English-taught),翁世芳,"2
            2/0/0",2,通識,"三8,9",共同教室大樓401,60,link,保留新生20人; 擋修經濟學系財金系會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7405019,01,金融科技導論Introduction to Financial Technology,洪育忠,"2
            2/0/0",2,通識,"二10,11",創新大樓163,60,link,保留新生18人; 擋修財金系企管系會資系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406018,01,理財與生活Financial Management in Life,洪育忠,"2
            2/0/0",2,通識,"一4,5",創新大樓163,60,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406018,02,理財與生活Financial Management in Life,洪育忠,"2
            2/0/0",2,通識,"一10,11",創新大樓163,60,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406032,01,財務管理概論Introduction to Financial management,沈伯凡,"2
            2/0/0",2,通識,"三9,10",共同教室大樓204,62,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406032,02,財務管理概論Introduction to Financial management,張宏州,"2
            2/0/0",2,通識,"三4,5",共同教室大樓420,62,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406032,03,財務管理概論Introduction to Financial management,黃柏雄,"2
            2/0/0",2,通識,"一8,9",共同教室大樓204,62,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406035,01,國際人力資源管理International Human Resource Management,王秋玲,"2
            2/0/0",2,通識,"二4,5",共同教室大樓322,62,link,保留新生18人; 擋修企管系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,經濟與國際脈動,7406036,01,投資規劃與生活Investment Planning and Life,莊益源,"2
            2/0/0",2,通識,"一7,8",管理學院201,60,link,保留新生18人; 擋修經濟學系財金系企管系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7406039,01,解碼職場習慣領域Decoding Habitual Domains in the Workplace (全英語授課/English-taught),朱柔若,"2
            2/0/0",2,通識,"二10,11",社科院328,20,link,保留新生7人; 擋修勞工系.全英授課；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7407012,01,生命教育Life Education,張菀珍,"2
            2/0/0",2,通識,"二10,11",教育二館135,60,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7407013,01,職涯規劃Career Plan,王秋玲,"2
            2/0/0",2,通識,"三4,5",共同教室大樓322,62,link,保留新生18人; 擋修紫荊不分系學士學位學程.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,人文思維與生命探索,7407014,01,人際關係與人際溝通Human Relations & Interpersonal Communication,王秋玲,"2
            2/0/0",2,通識,"三10,11",共同教室大樓321,62,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
4,公民與社會參與,7407026,01,服務學習：高齡健康促進Service Leaning: Health Promotion for the Elderly,何璧如,"2
            2/0/0",2,通識,"二4,5",共同教室大樓205,50,link,"保留新生15人. ,列入長者人權門診跨域學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。"
4,公民與社會參與,7407026,02,服務學習：高齡健康促進Service Leaning: Health Promotion for the Elderly,何璧如,"2
            2/0/0",2,通識,"二7,8",共同教室大樓205,50,link,"保留新生15人. ,列入長者人權門診跨域學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。"
4,公民與社會參與,7407027,01,服務學習：課輔知能在補救教學的應用Service Learning: The Application of Knowledge and Skills in Remedial Teaching,林妙香,"2
            2/0/0",2,通識,"四2,3",共同教室大樓214,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,02,服務學習：課輔知能在補救教學的應用Service Learning: The Application of Knowledge and Skills in Remedial Teaching,林妙香,"2
            2/0/0",2,通識,"四4,5",共同教室大樓214,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,03,服務學習：課輔知能在補救教學的應用Service Learning: The Application of Knowledge and Skills in Remedial Teaching,林妙香,"2
            2/0/0",2,通識,"五2,3",共同教室大樓214,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,04,服務學習：課輔知能在補救教學的應用Service Learning: The Application of Knowledge and Skills in Remedial Teaching,謝寧惠,"2
            2/0/0",2,通識,"四4,5",共同教室大樓207,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,05,服務學習：課輔知能在補救教學的應用Service Learning: The Application of Knowledge and Skills in Remedial Teaching,何璧如,"2
            2/0/0",2,通識,"三4,5",共同教室大樓205,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407027,06,服務學習：課輔知能在補救教學的應用Service Learning: The Application of Knowledge and Skills in Remedial Teaching,何璧如,"2
            2/0/0",2,通識,"三7,8",共同教室大樓205,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407028,01,服務學習：友善校園宣導計畫Service Learning: The Propaganda of Friendly Campus,林妙香,"2
            2/0/0",2,通識,"五4,5",共同教室大樓214,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407030,01,服務學習：校內行政單位Service Learning: On-Campus Administrative Units,李洸楚,"2
            2/0/0",2,通識,"五8,9",共同教室大樓207,50,link,保留新生15人; 擋修經濟學系財金系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程。修課學生服務單位為本校衛保組及雲嘉青年志工中心，無交通工具者可選修此課程。
4,公民與社會參與,7407031,01,服務學習：校內學生社團Service Learning: On-Campus Student Clubs,李洸楚,"2
            2/0/0",2,通識,"一4,5",共同教室大樓207,50,link,保留新生15人; 擋修經濟學系財金系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，提供對於社團經營及社團服務學習活動有興趣的學生之修課管道。選修這門課的同學需要分組自行規畫服務方案並執行。
4,自然科學與技術,7407033,01,服務學習：當代健康議題Current Health Issues and Service Learning,謝寧惠,"2
            2/0/0",2,通識,"四2,3",共同教室大樓207,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。請修課學生確認9/21可出席服務，若無法出席，請勿選課。
4,公民與社會參與,7407034,01,服務學習：導覽故宮南院Service Learning: Docenting at Southern Branch of the National Palace Museum,蔡翔任,"2
            2/0/0",2,通識,"三4,5",共同教室大樓207,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407034,02,服務學習：導覽故宮南院Service Learning: Docenting at Southern Branch of the National Palace Museum,廖浿晴,"2
            2/0/0",2,通識,"五4,5",共同教室大樓208,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,公民與社會參與,7407035,01,服務學習：校外合作單位Service-Learning: Community Engagement,李洸楚,"2
            2/0/0",2,通識,"五4,5",共同教室大樓207,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
4,人文思維與生命探索,7407036,01,道德與溝通教育的實踐與推廣Practice and Promotion of Morality and Communication Education,林明傑,"2
            2/0/0",2,通識,"四2,3",共同教室大樓202,50,link,保留新生15人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。本課程為社會服務學習課程之「認證型課程」，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳。
2,自然科學與技術,7500004,01,電影中的科學Science in films,黃俊儒,"2
            2/0/0",2,通識,"二8,9",共同教室大樓214,62,link,.限大二以上學生選修；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,能源、環境與生態,7500010,01,永續綠生活Sustainable Green Life,黃佳盛,"2
            2/0/0",2,通識,"二10,11",共同教室大樓206,60,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500010,02,永續綠生活Sustainable Green Life,黃佳盛,"2
            2/0/0",2,通識,"二4,5",共同教室大樓206,60,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500014,01,永續都市規劃概論Introducation to Sustainable Urban Planning,蔡中暉,"2
            2/0/0",2,通識,"二7,8",共同教室大樓201,60,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7500015,01,環境倫理－從綠色產業談起Environmental Ethics from the Viewpoint of Green Industry,李振卿,"2
            2/0/0",2,通識,"三7,8",共同教室大樓325,60,link,"保留新生18人. ,列入循環科技與永續發展學分學程科目 ,列入淨零排放微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
